long,lat,id,nombre,tipo,tipo_norma,sede,direccion,direccion_2,observaciones_direccion,telefono,e_mail,facebook,web,actividade,instalacio,calle,altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4167746298212,-34.5630140605633,110,ALEMAN DE EQUITACION,CLUB,CLUB,UNICA,Av. Dorrego 4045,Av. Dorrego 4045,,4772-6289,caehipico@hotmail.com,Club Alemán de Equitación,www.clubalemandeequitacion.com,Equitacion - salto - volteo,pistas - caballerizas - pista cubierta - natatorio - boxes - parque  - vallas - confiterias - salon de eventos,Av. Dorrego ,4045,Palermo,Comuna 14,1425,C1425GBE
-58.4630105285509,-34.5789573371151,111,SPORTING SOCIAL CLUB,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Heredia 1253,Heredia 1253,,4551-9079,,CLUB SPORTING VILLA ORTUZAR,,"Patin, gimnasia deportiva, taekwondo, tango, yoga, baile para chicos, salsa, fútbol.",salones - cancha,Heredia ,1253,Villa Ortuzar,Comuna 15,1427,C1427CNU
-58.4776226828115,-34.5990348833863,112,RAULIES,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Raulies 2043,Raulies 2043,,4523-9715,csydraulies@gmail.com,,,Arquería,salon - cancha,Raulies ,2043,Paternal,Comuna 15,1427,C1427DVC
-58.3979184932456,-34.6349760525181,113,PARQUE DE LOS PATRICIOS,CLUB DE BARRIO,CLUB_DE_BARRIO,CENTRAL,Alberti  2135,Alberti  2135,,4308-2925,clubparquedelospatricios@yahoo.com.ar,,,"Taekwondo, patin, voley, fútbol, FAFI, FEFUTIN, danza, gimnasia adultos.",cancha - salon,Alberti  ,2135,Parque Patricios,Comuna 4,1247,C1247AAS
-58.4044128482166,-34.6266522835378,114,PARQUE DE LOS PATRICIOS,CLUB DE BARRIO,CLUB_DE_BARRIO,ANEXO,Constitución 2827,Constitución 2827,,4308-2925,clubparquedelospatricios@yahoo.com.ar,,,"Taekwondo, patin, voley, fútbol, FAFI, FEFUTIN, danza, gimnasia adultos.",cancha - salon,Constitución ,2827,San Cristobal,Comuna 3,1254,C1254AAU
-58.4525809158514,-34.6176314913306,115,CABALLITO JUNIORS,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Nicasio Oroño 566,Nicasio Oroño 566,,4431-9600,caballito566@hotmail.com,,,"Fútbol (escuelita y FAFI), Futsal (AFA), Gimnasia postural, Gimnasia deportiva y Taekwondo.",2 canchas - 1 salon,Nicasio Oro,566,Caballito,Comuna 6,1405,C1405AQD
-58.4963322143621,-34.5679299825083,116,CALIFORNIA,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Andonaegui 3347,Andonaegui 3347,,4541-9670,,,,"Baby fútbol, patín, voley, taekwondo, pilates.",1 cancha - 1 salon,Andonaegui ,3347,Villa Urquiza,Comuna 12,1431,C1431DWS
-58.4318390569322,-34.5874947821095,117,EROS,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Uriarte 1609,Uriarte 1609,,4832-1313,,,,"baby, artes marciales, voley",1 cancha - 2 salones,Uriarte ,1609,Palermo,Comuna 14,1414,C1414DAQ
-58.4382064099927,-34.5933838128543,118,CLUB FULGOR DE VILLA CRESPO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Loyola 828,Loyola 828,,4778-1511 a partir de las 16 hs,,,,"baby, patin, artes marciales, tango, folklore, yoga, ajedrez",1 cancha - 1 salon,Loyola ,828,Villa Crespo,Comuna 15,1414,C1414AUR
-58.4143365913531,-34.6561391467968,119,FRANJA DE ORO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Av. Amancio Alcorta 3950,Av. Amancio Alcorta 3950,,4911-1566/ 4912-0965,correo@clubfranjadeoro.com.ar,Franja de Oro,www.clubfranjadeoro.com.ar,"Taekwondo, gimnasia deportiva, gimnasia, patín, fisicoculturismo, baby, futsal, yoga, arquería, padel, pesca deportiva, salsa y merengue, natación y yudo. Actividades culturales.",3 canchas-3 salones- natatorio,Av. Amancio Alcorta ,3950,Nueva Pompeya,Comuna 4,1437,C1437HUW
-58.4152975667192,-34.6558711570507,120,FRANJA DE ORO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Av. Amancio Alcorta 4007,Av. Amancio Alcorta 4007,,4911-1566/ 4912-0965,correo@clubfranjadeoro.com.ar,Franja de Oro,www.clubfranjadeoro.com.ar,"Taekwondo, gimnasia deportiva, gimnasia, patín, fisicoculturismo, baby, futsal, yoga, arquería, padel, pesca deportiva, salsa y merengue, natación y yudo. Actividades culturales.",3 canchas-3 salones- natatorio,Av. Amancio Alcorta ,4007,Nueva Pompeya,Comuna 4,1437,C1437HUK
-58.408729244824,-34.651485124597,121,CLUB MIRIÑAQUE,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Lynch 3471,Lynch 3471,,4911-1029,,,,"taekwondo, gimnasia deportiva, baby, futsal, basket, patin, voley, yoga",1 cancha - 2 salones,Lynch ,3471,Nueva Pompeya,Comuna 4,1437,C1437HOA
-58.4894138092118,-34.6190529115857,122,CLUB DE GIMNASIA Y ESGRIMA DE VELEZ SARSFIELD,CLUB,CLUB,UNICA,Joaquin V. Gonzalez 1511,Joaquin V. Gonzalez 1511,,4567-6971,,,,"baby, patin, gimnasia, folklore,Taekwondo,futsal,gimnasio",1 cancha - 2 salones,Joaquin V. Gonzalez ,1511,Villa Santa Rita,Comuna 11,1407,C1407DAC
-58.4062990863102,-34.6330464753626,123,CLUB BRISTOL,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,La Rioja 1869,La Rioja 1869,,4308-5504,,,,"baby, patin, taekwondo, tango",2 canchas - 1 salon,La Rioja ,1869,Parque Patricios,Comuna 4,1244,C1244ABM
-58.4810308002528,-34.6152708018885,124,IMPERIO JUNIORS,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Cesar Diaz 3047,Cesar Diaz 3047,,4581-8682 / 4585-0833,clubimperiojuniors@hotmail.com,,www.clubimperio.com.ar,"Básquet, boxeo, buceo, yoga, gimnasia aeróbica, gimnasia artística y acrobática, waterpolo, natación, aquagym, aguas abiertas, pileta libre, iniciación deportiva, patín, voley veteranos, artes marciales, tango, folklore.","biblioteca, 5 canchas, 3 salones, natatorio climatizado",Cesar Diaz ,3047,Villa Santa Rita,Comuna 11,1416,C1416DWG
-58.4658400084455,-34.6611481797235,125,LIGA AMATEUR DE FUTBOL DE FLORES ASOCIACION CIVIL,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Av. Castañares 4125,Av. Castañares 4125,,4602-0711,info@laff.com.ar,LIGA AMATEUR FUTBOL FLORES,www.laff.com.ar,"Fútbol 11, escuela de fútbol.",4 canchas,Av. Casta,4125,Villa Lugano,Comuna 8,1407,C1407KUI
-58.5253720907375,-34.6206727886614,126,VILLA REAL,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Tinogasta 5739,Tinogasta 5739,,4642-0597,,,,"Baby fútbol, Gimnasia, Artes Marciales (boxeo, full contact, kick boxing, katate, yudo), danza (clasica, arabe), acrobacia en telas, pilates, spining.",Cancha - Gimnasio - 1 Salon,Tinogasta ,5739,Villa Real,Comuna 10,1408,C1408BGI
-58.5066926683689,-34.6273138354317,127,GIOVANNI GENTILE,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Juan A. Garcia 5270,Juan A. Garcia 5270,,4568-2588   y   4566-8448,giovannigentile@fibertel.com.ar,,,"Gimnasia, tango, ajedrez, taekwondo, ping pong, yoga. Actividades culturales.",2 salones - 1 cancha (bochas),Juan A. Garcia ,5270,Velez Sarsfield,Comuna 10,1407,C1407FXN
-58.4484186902561,-34.5738105552418,128,COLEGIALES,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Teodoro Garcia 2856/60,Teodoro Garcia 2856,,4551-5193,,CLUB DYSCOLEGIALES,www.clubdyscolegiales.com.ar  y  twitter: @ccolegiales,"Básquet, artes marciales (taekwondo, karate, aikido), capoeira, danza, ajedrez, natación, yoga. Actividades culturales.","gimnasio, canchas, salones,resto de basket",Teodoro Garcia ,2856,Colegiales,Comuna 13,1426,C1426DNB
-58.4862552840371,-34.5600371087135,129,APOLO MACHAIN SAAVEDRA,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Machain 3517,Machain 3517,,4541-1652,,,,"Danza, tango, taekwondo, gimnasia aerobica - modeladora - con aparatos",1 salon,Machain ,3517,Saavedra,Comuna 12,1430,C1430DYK
-58.4734613240054,-34.611275146971,130,"ASOCIACION VECINAL VILLA GENERAL MITRE, BIBLIOTECA POPULAR CIENCIA Y LABOR",CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Gral. Cesar Diaz 2451,Gral. Cesar Diaz 2451,,4582-9779,"cienciaylabor@gmail.com
",Biblioteca Ciencia y Labor - Pagina Oficial Club social,,"Baby, taekwondo, salsa, tango, folklore, ritmos latinos, danza jazz, patin, fútbol femenino. Actividades culturales.",1 cancha y 2 salones,Gral. Cesar Diaz ,2451,Villa Gral. Mitre,Comuna 11,1416,C1416DVU
-58.4614711509137,-34.5451562583702,131,CLUB JUVENTUD DE NUÑEZ,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,11 de Septiembre 3635,11 de Septiembre 3635,,4703-1879,,,,"boxeo, taekwondo, pilates",2 salones, de Septiembre ,11,Boca,Comuna 4,1155,C1155AAA
-58.4212978926574,-34.6280472340471,132,FUNDACION NUEVA GENERACION DEL DEPORTE,CLUB DE BARRIO,CLUB_DE_BARRIO,ANEXO,Quintino Bocayuva 1241,Quintino Bocayuva 1241,,4924-8387/1323,,,,"baby, basquet, patin,gimn",2 canchas - 1 salon - biblioteca,Quintino Bocayuva ,1241,Boedo,Comuna 5,1257,C1257ABC
-58.4907432845799,-34.6424863997064,133,FUNDACION NUEVA GENERACION DEL DEPORTE,CLUB DE BARRIO,CLUB_DE_BARRIO,CENTRAL,Av. Juan Bautista Alberdi 4563,Av. Juan Bautista Alberdi 4563,,4924-8387/1323,,,,"baby, basquet, patin,gimn",2 canchas - 1 salon - biblioteca,Av. Juan Bautista Alberdi ,4563,Villa Luro,Comuna 10,1407,C1407GZM
-58.4574700162725,-34.6393462888169,134,DEPORTIVO BUENOS AIRES,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Pedernera 939,Pedernera 939,,4619-1829  4637-1839,,,,"Baby, futsal, patín, taekwondo, gimnasia deportiva, tai chi chuan, patín artístico, fútbol competitivo infantil, danza. Actividades culturales.",2 canchas - 3 salones - biblioteca,Pedernera ,939,Flores,Comuna 7,1406,C1406EES
-58.3938890681049,-34.5988926298655,136,CLUB ARGENTINO DE AJEDREZ,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Paraguay 1858,Paraguay 1858,,4811-9412,club@argentinodeajedrez.org.ar,Club Argentino de Ajedrez - Oficial,www.www.argentinodeajedrez.org.ar,Ajedrez y Go,biblioteca - 2 salones,Paraguay ,1858,Recoleta,Comuna 2,1121,C1121ABB
-58.431726075155,-34.5798837645442,137,PALERMO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Fitz  Roy 2238,Fitz Roy 2238,,4771-0328/ 4778-1419,,,,"baby fútbol, voley, basquet, artes
marciales, arqueria",2 canchas - 3 salones,Fitz Roy ,2238,Palermo,Comuna 14,1425,C1425FVD
-58.369991419858,-34.6227702827433,138,PARQUE TELMO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Cochabamba 311,Cochabamba 311,,4300-5834/8664,,A.C.PARQUE TELMO,,baby-futsal-voley-handbol,1 cancha-1 salon-1 biblioteca,Cochabamba ,311,San Telmo,Comuna 1,1150,C1150AAC
-58.4773855942018,-34.6883062350822,139,EL IDEAL,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Montiel 5142,Montiel 5142,,4601-1682,elidealmail@gmail.com - clubelideal@hotmail.com,,,"Escuela de fútbol, FUTSAL, Patín artístico, Gimnasia rítmica, Capoeira, Taekwondo, Kick boxing, Jiu Jit Su, Boxeo, Muay Thai, Danzas árabes, Aerobic, Tango y Salsa. Actividades culturales.",1 cancha - 3 salones,Montiel ,5142,Villa Riachuelo,Comuna 8,1439,C1439HFJ
-58.5116931478199,-34.6020638779544,140,CIRCULO DE VILLA DEVOTO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Pedro Moran  4151,Pedro Moran  4151,,4501-0501,circulo@fibertel.com.ar,,www.circulo-devoto.com.ar,"Fútbol infantil, Fútbol 11 (juveniles), Handball, Patín, Taekwondo, Gimnasia rítmica, Escuela de tenis, Musculación, Gimnasia para damas (aerolocal, localizada y funcional), Indoor, Pilates, Ajedrez, Estimulación deportiva. Actividades culturales.",3 canchas - 1 salon - natatorio,Pedro Moran  ,4151,Villa Devoto,Comuna 11,1419,C1419HLA
-58.4471937229895,-34.5614990875682,142,BELGRANO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Arribeños 1701,Arribeños 1701,,4784-8180   4787-2680,clubbelgrano@fibertel.com.ar,,www.clubbelgrano.org.ar,"Futbol, gimnasio, bridge, pelota paleta, natación en verano, tenis, paddle, squash.",1 cancha de fútbol papi fútbol,Arribe,1701,Belgrano,Comuna 13,1426,C1426BLK
-58.5148092028741,-34.6129918931247,143,GENERAL LAMADRID,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Desaguadero 3120,Desaguadero 3120,,4567-6239,caglamadrid@caglamadrid.com.ar,Club Atlético General Lamadrid,,"baby, futsal, patin, handbol, voley, fútbol (AFA)",4 canchas - 1 natatorio - 3 salones,Desaguadero ,3120,Villa Devoto,Comuna 11,1417,C1417BST
-58.4316932357615,-34.6296095065212,144,HOMERO MANZI,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Beauchef 1050,Beauchef 1050,,4922-3588,clubhomeromanzi@hotmail.com,,,"fútbol, patin, natacion, fútbol femenino, taekwondo",2 natatorios - 3 canchas,Beauchef ,1050,Parque Chacabuco,Comuna 7,1424,C1424BDV
-58.4193429627035,-34.6307471072299,145,GON,CLUB DE BARRIO,CLUB_DE_BARRIO,CENTRAL,Avda. Pavon 3916/18,Av Pavon 3916,,4921-2364/0853,circulosunidosgon@gmail.com,CIRCULOSUNIDOSGONOFICIAL,www.circulosunidosgonoficial.com.ar,"Baby fútbol, fútbol femenino, futsal, yoga, danzas folklóricas, tango, salsa y merengue, rollers. Actividades culturales.",biblioteca - 2 salones - 1 cancha,Av Pavon ,3916,Boedo,Comuna 5,1253,C1253AAX
-58.4179451807235,-34.6273059776542,146,GON,CLUB DE BARRIO,CLUB_DE_BARRIO,ANEXO DEPORTIVO,Cochabamba 3750,Cochabamba 3750,,4921-2364/0853,circulosunidosgon@gmail.com,CIRCULOSUNIDOSGONOFICIAL,www.circulosunidosgonoficial.com.ar,"Baby fútbol, fútbol femenino, futsal, yoga, danzas folklóricas, tango, salsa y merengue, rollers. Actividades culturales.",biblioteca - 2 salones - 1 cancha,Cochabamba ,3750,Boedo,Comuna 5,1252,C1252ABN
-58.421446702925,-34.6052623171448,147,BOEDO BILLAR CLUB,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Medrano 468,Medrano 468,,4982-6307/6545,boedobillarclub@fibertel.com.ar,,,billar,2 salones,Medrano ,468,Almagro,Comuna 5,1179,C1179AAH
-58.495178619638,-34.5520036130602,148,VILLA CERINI,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Arias 4745,Arias 4745,,4545-5662,,A F C Villa Cerini,,"Baby fútbol, artes marciales, padel, boxeo, folklore, danza arabe, reggaeton.","biblioteca, 2 canchas, 3 salones",Arias ,4745,Saavedra,Comuna 12,1430,C1430CSK
-58.4294921451437,-34.6089126425133,149,ALMAGRO BOXING CLUB,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Diaz Velez 4422,Diaz Velez 4422,,4982-6529 / 4865-1471,almagroboxingclub@gmail.com,Almagro Boxing Club,www.almagroboxingclub.com.ar,Boxeo recreativo. Boxeo competitivo. Gimnasia de Boxeo. Ambos sexos. Todas las edades.,gimnasio,Diaz Velez ,4422,Almagro,Comuna 5,1200,C1200AAY
-58.3967474927865,-34.5988132748652,150,OBRAS SANITARIAS NACION,CLUB,CLUB,ANEXO SOCIAL (SPORTCLUB),Paraguay 2060,Paraguay 2060,,4702-4655/9467,secretariaclub@clubosn.com.ar,Club Obras,www.clubosn.com.ar,"ESCUELAS DEPORTIVAS (basquet, natación, hockey, juegos-efi, ajedrez(SEGUNDO DEPORTE DEL CLUB),taekwondo, fútbol, nado sincronizado, tenis de mesa) - basquet FEDERATIVO, RUGBY, voley (veteranos). Colonia de vacaciones (más info en Tabla Anexo)",canchas de tenis - microestadio - cancha de voley - cancha de basquet - gimnasio - natatorio,Paraguay ,2060,Recoleta,Comuna 2,1121,C1121ABF
-58.4587016064716,-34.5453302222562,151,OBRAS SANITARIAS NACION,CLUB,CLUB,CENTRAL,Av. Libertador 7395,Av. Libertador 7395,,4702-4655/9467,secretariaclub@clubosn.com.ar,Club Obras,www.clubosn.com.ar,"ESCUELAS DEPORTIVAS (basquet, natación, hockey, juegos-efi, ajedrez(SEGUNDO DEPORTE DEL CLUB),taekwondo, fútbol, nado sincronizado, tenis de mesa) - basquet FEDERATIVO, RUGBY, voley (veteranos). Colonia de vacaciones (más info en Tabla Anexo)",canchas de tenis - microestadio - cancha de voley - cancha de basquet - gimnasio - natatorio,Av. Libertador ,7395,Nu\u00f1ez,Comuna 13,1429,C1429BMG
-58.4352711465971,-34.6623219344267,152,JUVENTUD UNIDA DE VILLA SOLDATI,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Av. Intendente Rabanal 2821,Av. Intendente Rabanal 2821,,S/T,,,,"baby, bochas, taekwondo",,Av. Intendente Rabanal ,2821,Villa Soldati,Comuna 8,1437,C1437FQC
-58.3585565035084,-34.6326036770594,153,"CLUB SOCIAL, CULTURAL Y DEPORTIVO BOHEMIOS",CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Necochea 948,Necochea 948,,4307-0114,,,,"Baby fútbol, yoga, tango, salsa y merengue. Actividades culturales.",1 cancha - 2 salones,Necochea ,948,Boca,Comuna 4,1158,C1158ACN
-58.4478800386164,-34.6278439702315,154,PORTUGUES,CLUB DE BARRIO,CLUB_DE_BARRIO,CENTRAL (TIENEN ANEXO EN PROVINCIA),Pedro Goyena 1468,Pedro Goyena 1468,,4432-5801,clubportugues@hotmail.com,,,"Acrobacia, tango, yoga, artes marciales, gimnasia.",2 salones,Pedro Goyena ,1468,Caballito,Comuna 6,1406,C1406GWQ
-58.5149200473162,-34.6164910896818,155,LAURELES ARGENTINOS,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Laureles Argentinos 5056,Laureles Argentinos 5056,,4639-4785,laurelesargentinos@hotmail.com    -   laurelesargentinos@live.com.ar,Laureles Argentinos,,"Baby, patin, taekwondo, salsa, merengue y folklore",1 salon y 1 cancha,Laureles Argentinos ,5056,Villa Devoto,Comuna 11,1417,C1417FKB
-58.4925849991971,-34.6062827151373,156,DEPORTIVO PARQUE,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Marcos Sastre 3268,Marcos Sastre 3268,,4501-8730,clubsocialparque@hotmail.com,,,"artes marciales, fútbol 5",Instalaciones en remodelación.,Marcos Sastre ,3268,Villa Del Parque,Comuna 11,1417,C1417FYN
-58.4350862974062,-34.5912012624539,157,VILLA MALCOLM,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Avda. Cordoba 5064/72,Av. Cordoba 5064,,4772-9796,clubvillamalcolm@gmail.com,,www.futbolvillamalcolm.webnode.com.ar,"Voley para niñas, baby fútbol, patín, gimnasia, gimnasia deportiva, clases de rock and roll, taekwondo, aikido, futsal a partir de 14 años , tango.",2 canchas - 2 salones,Av. Cordoba ,5064,Villa Crespo,Comuna 15,1414,C1414BAV
-58.4596740779861,-34.5445604505366,158,CLUB CIUDAD DE BUENOS AIRES,CLUB,CLUB,UNICA,Av. Libertador 7501,Av. Libertador 7501,,4703-0222,comunicacion@clubciudad.org.ar,Club Ciudad de Buenos Aires - Oficial,www.clubciudad.org.ar,"Tenis, golf, padel, natacion, fútbol, hockey, hockey sobre patines, rugby, softbol, voleybol, bochas, pelota-paleta, judo, karate, esgrima, musculacion, tango, folklore, salsa, merengue. Colonia de vacaciones.",canchas de tenis - canchas de paddle - 4 piletas (1 cubierto) - canchas de hockey y hockey sobre patines - canchas de fútbol - canchas de voley - gimnasios - cancha de rugby - cancha de softbol - cancha de bochas - cancha de pelota-paleta,Av. Libertador ,7501,Nu\u00f1ez,Comuna 13,1429,C1429BMI
-58.5017352922596,-34.6610157133609,159,NUEVA CHICAGO,CLUB,CLUB,CENTRAL SEDE SOCIAL,Lisandro de la Torre 2288,Lisandro de la Torre 2288,,4687-2538/1673,,Pileta de Nueva Chicago / Mundo Chicagoo,www.mundochicago.com.ar,"Fútbol, hockey, baby, futsal, fútbol femenino, básquet, voley, patin artístico, gimnasia, artes marciales, natación, arabe, tango, ajedrez. Colonia de vacaciones.","salones, canchas y natatorio climatizado",Lisandro de la Torre ,2288,Mataderos,Comuna 9,1440,C1440ECX
-58.500302443411,-34.6676377567287,160,NUEVA CHICAGO,CLUB,CLUB,ANEXO ESTADIO,Justo Suárez 6900,Justo Suárez 6900,,,,Pileta de Nueva Chicago / Mundo Chicagoo,www.mundochicago.com.ar,"Fútbol, hockey, baby, futsal, fútbol femenino, básquet, voley, patin artístico, gimnasia, artes marciales, natación, arabe, tango, ajedrez. Colonia de vacaciones.","salones, canchas y natatorio climatizado",Justo Suárez ,6900,Mataderos,Comuna 9,1440,C1440BHH
-58.4084729227708,-34.6374364368723,161,ATLETICO HURACAN,CLUB,CLUB,CENTRAL SEDE SOCIAL,Avda. Caseros 3159,Av. Caseros 3159,,4911-9313/4719/6713,,Club Atletico Huracan,www.cahuracan.com,"Taekwondo, voley, patin, basket, futsal, boxeo, gimnasia aerobica y artistica, handbol, hockey (sobre cesped - sobre patines), tango, natacion, fútbol profesional y fútbol amateur. Actividades culturales. Colonia de vacaciones.",,Av. Caseros ,3159,Parque Patricios,Comuna 4,1263,C1263AAA
-58.3971445980168,-34.6432083595077,162,ATLETICO HURACAN,CLUB,CLUB,ANEXO 1 ESTADIO DUCO,Amancio Alcorta 2570,Amancio Alcorta 2570,,4942-1965,,Club Atletico Huracan,www.cahuracan.com,"Taekwondo, voley, patin, basket, futsal, boxeo, gimnasia aerobica y artistica, handbol, hockey (sobre cesped - sobre patines), tango, natacion, fútbol profesional y fútbol amateur. Actividades culturales. Colonia de vacaciones.","Estadio Tomas A. Ducó, Patrimonio Histórico y de Defensa Estructural de la Ciudad de Buenos Aires, en el año 2007 bajo el número de expediente 62.548. Capacidad: 48.314 espectadores. Dimensiones: 105 mts x 70 mts (más info en Tabla Anexo)",Amancio Alcorta ,2570,Parque Patricios,Comuna 4,1437,C1437HTN
-58.4609565502194,-34.6513149255344,163,ATLETICO HURACAN,CLUB,CLUB,ANEXO 2  LA QUEMITA,Mariano Acosta 1981,Mariano Acosta 1981,,4637-6395,,Club Atletico Huracan,www.cahuracan.com,"Taekwondo, voley, patin, basket, futsal, boxeo, gimnasia aerobica y artistica, handbol, hockey (sobre cesped - sobre patines), tango, natacion, fútbol profesional y fútbol amateur. Actividades culturales. Colonia de vacaciones.","La Quemita, 8 canchas de fútbol. Entre otras instalaciones: una cancha de hockey s/ césped, cancha de tenis de cemento, cancha de vóley, dos piletas de natación, mesas, parrillas, quinchos y estacionamiento (150 vehículos) (más info en Tabla Anexo)",Mariano Acosta ,1981,Flores,Comuna 7,1407,C1407KCM
-58.450522039246,-34.6536319107651,164,ASOCIACION ATLETICA ARGENTINOS JUNIORS,CLUB,CLUB,ANEXO COMPLEJO FUTBOLISTICO,Av. Lafuente 2105,Av. Lafuente 2105,,,,AAAJOficial,www.argentinosjuniors.com.ar,FUTBOL. Colonia de vacaciones.,Complejo Futbolístico: Centro de Entrenamiento y Formación del Futbol Amateur. Superficie: 90.000 m2 aproximadamente / Cantidad de canchas: 5 de césped natural / Estacionamiento (300 vehículos) (más info en Tabla Anexo),Av. Lafuente ,2105,Villa Soldati,Comuna 8,1406,C1406EUK
-58.4730278868335,-34.6062768232927,165,ASOCIACION ATLETICA ARGENTINOS JUNIORS,CLUB,CLUB,ANEXO ESTADIO DIEGO ARMANDO MARADONA,Gavilán 2151,Gavilán 2151,,4581-1243,,AAAJOficial,www.argentinosjuniors.com.ar - www.eltemplodelfútbol.com.ar,FUTBOL. Colonia de vacaciones.,Estadio - Museo,Gavilán ,2151,Villa Gral. Mitre,Comuna 11,1416,C1416ACS
-58.4697100588938,-34.5911925254252,166,ASOCIACION ATLETICA ARGENTINOS JUNIORS,CLUB,CLUB,CENTRAL POLIDEPORTIVO LAS MALVINAS,Punta Arenas 1271,Punta Arenas 1271,,4551-6887 / 4552-5603,,AAAJOficial,www.argentinosjuniors.com.ar,"Basquet, hockey sobre patines, patin, voley, handbol, escuela de fútbol, boxeo, taekwondo, yoga, bochas, natacion, gimnasia, judo. Colonia de vacaciones.","Pista de patin, 4 natatorios (2 cubiertos), gimnasio para box, canchas de bochas, canchas de paddle, cancha de handball, cancha de hockey, cancha de basquet, cancha de fútbol.",Punta Arenas ,1271,Paternal,Comuna 15,1427,C1427DQB
-58.3722672158229,-34.6026968391457,167,ASOCIACION CRISTIANA DE JOVENES DE LA REPUBLICA ARGENTINA,CLUB,CLUB,CENTRAL,Reconquista 439,Reconquista 439,,4311-4785,ymca@ymca.org.ar,YMCA Argentina,www.ymca.org.ar,"Natacion, fútbol, voley, basquet, cursos de buceo, gimnasia, curso de guardavida, pesas, folklore, tango, golf en microcentro, escalada en roca. Colonia de vacaciones.",3 gimnasios - 2 natatorios - 2 canchas - 3 salones,Reconquista ,439,San Nicolas,Comuna 1,1003,C1003ABI
-58.4464901990002,-34.656276081533,168,ASOCIACION CRISTIANA DE JOVENES DE LA REPUBLICA ARGENTINA,CLUB,CLUB,ANEXO SEDE PARQUE,Av. Lafuente 2480,Av. Lafuente 2480,,4918-3244,ymca@ymca.org.ar,YMCA Argentina,www.ymca.org.ar,"Fútbol, Básquet, Voley, Gimasio, Natación, Pista aeróbica, Aikido, Buceo, Escalada, Karate, Kendo, Plat. vibratoria, Rehab.cardiovascular, TaiChiChuan, Bicicleta, Pilates, Kick Boxing, Muay Thai. Colonia vacaciones (más info en Tabla Anexo)",3 gimnasios - 2 natatorios - 2 canchas - 3 salones,Av. Lafuente ,2480,Villa Soldati,Comuna 8,1437,C1437BUO
-58.3639766939826,-34.6253144697444,169,DARLING,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Brasil 50,Brasil 50,,4362-3818,info@darlingtennisclub.com.ar,Darling Tennis Club,www.darlingtennisclub.com.ar,tenis - natacion - gimnasio,13 canchas de tenis - Natatorio,Brasil ,50,Boca,Comuna 4,1063,C1063AAB
-58.4774333053061,-34.5614864893385,170,EL TABANO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,Romulo Naon 3029,Romulo Naon 3029,,4544-6193,,"Club social y deportivo El Tabano""""",www.clubeltabano.com.ar,"Gimnasia, Ajedrez, Acrobacia, Danza, Gimnasia Artística y Rítmica, Salsa, Tango, Ritmos Latinos, Árabe, Hip Hop, Reggeaton.",,Romulo Naon ,3029,Coghlan,Comuna 12,1430,C1430EQG
